Observation,Team Name,Elo
144,Hanwha Life Esports,
144,ROX Tigers,2728.65102772078
144,Gen.G,
144,KT Rolster,2769.7340251748383
144,KSV Esports,2678.2368949071097
144,BBQ Olivers,2658.646760331145
144,Damwon Gaming,
145,ROX Tigers,2715.337950685651
145,SK Telecom T1,2677.835000676928
145,Jin Air Green Wings,2659.2607673405173
145,Afreeca Freecs,2762.3267687327098
145,MVP,2622.343254761749
145,Sandbox Gaming,
145,Damwon Gaming,
145,BBQ Olivers,2658.646760331145
145,KSV Esports,2678.2368949071097
145,Griffin,
145,Kingzone DragonX,2839.4537424956484
145,KT Rolster,2769.7340251748383
145,Gen.G,
145,Hanwha Life Esports,
145,Kongdoo Monster,2616.8248348937045
146,Griffin,
146,ROX Tigers,2702.7234871411447
146,KSV Esports,2678.2368949071097
146,Sandbox Gaming,
146,KT Rolster,2769.7340251748383
146,Hanwha Life Esports,
146,Damwon Gaming,
146,Afreeca Freecs,2762.3267687327098
146,BBQ Olivers,2658.646760331145
146,Jin Air Green Wings,2659.2607673405173
146,Kingzone DragonX,2839.4537424956484
146,SK Telecom T1,2677.835000676928
146,Gen.G,
146,MVP,2634.957718306255
146,Kongdoo Monster,2616.8248348937045
147,Griffin,
147,Damwon Gaming,
147,SK Telecom T1,2677.835000676928
147,Hanwha Life Esports,
147,BBQ Olivers,2658.646760331145
147,Gen.G,
147,Kongdoo Monster,2608.040201485788
147,KT Rolster,2769.7340251748383
147,MVP,2634.957718306255
147,Kingzone DragonX,2839.4537424956484
147,Sandbox Gaming,
147,ROX Tigers,2702.7234871411447
147,KSV Esports,2678.2368949071097
147,Afreeca Freecs,2762.3267687327098
147,Jin Air Green Wings,2668.0454007484336
148,KT Rolster,2769.7340251748383
148,KSV Esports,2678.2368949071097
148,Kingzone DragonX,2839.4537424956484
148,Damwon Gaming,
148,BBQ Olivers,2658.646760331145
148,Hanwha Life Esports,
148,SK Telecom T1,2677.835000676928
148,Griffin,
148,Gen.G,
148,MVP,2634.957718306255
148,Kongdoo Monster,2599.750320329974
148,Jin Air Green Wings,2676.335281904248
148,Sandbox Gaming,
148,ROX Tigers,2702.7234871411447
148,Afreeca Freecs,2762.3267687327098
149,Griffin,
149,MVP,2634.957718306255
149,KSV Esports,2687.6736422916847
149,ROX Tigers,2702.7234871411447
149,KT Rolster,2769.7340251748383
149,Kongdoo Monster,2599.750320329974
149,BBQ Olivers,2649.21001294657
149,Kingzone DragonX,2839.4537424956484
149,Afreeca Freecs,2762.3267687327098
149,Sandbox Gaming,
149,Jin Air Green Wings,2676.335281904248
149,Damwon Gaming,
149,Hanwha Life Esports,
149,Gen.G,
149,SK Telecom T1,2677.835000676928
150,Sandbox Gaming,
150,Jin Air Green Wings,2676.335281904248
150,Afreeca Freecs,2762.3267687327098
150,MVP,2634.957718306255
150,Hanwha Life Esports,
150,ROX Tigers,2702.7234871411447
150,Griffin,
150,KT Rolster,2769.7340251748383
150,Damwon Gaming,
150,Kongdoo Monster,2599.750320329974
150,BBQ Olivers,2640.3125844620376
150,SK Telecom T1,2677.835000676928
150,KSV Esports,2696.571070776217
150,Kingzone DragonX,2839.4537424956484
150,Gen.G,
151,KT Rolster,2777.14896612029
151,Kingzone DragonX,2839.4537424956484
151,ROX Tigers,2702.7234871411447
151,BBQ Olivers,2640.3125844620376
151,Afreeca Freecs,2762.3267687327098
151,SK Telecom T1,2670.420059731476
151,Hanwha Life Esports,
151,MVP,2634.957718306255
151,Damwon Gaming,
151,Kongdoo Monster,2599.750320329974
151,Jin Air Green Wings,2676.335281904248
151,Griffin,
151,KSV Esports,2696.571070776217
151,Gen.G,
151,Sandbox Gaming,
152,Kongdoo Monster,2599.750320329974
152,ROX Tigers,2702.7234871411447
152,Kingzone DragonX,2839.4537424956484
152,Damwon Gaming,
152,Hanwha Life Esports,
152,Gen.G,
152,KT Rolster,2784.1701758771114
152,Jin Air Green Wings,2676.335281904248
152,SK Telecom T1,2663.3988499746547
152,MVP,2634.957718306255
152,Afreeca Freecs,2762.3267687327098
152,Griffin,
152,Sandbox Gaming,
152,KSV Esports,2696.571070776217
152,BBQ Olivers,2640.3125844620376
153,Hanwha Life Esports,
153,Jin Air Green Wings,2676.335281904248
153,Damwon Gaming,
153,Afreeca Freecs,2770.627881915575
153,KT Rolster,2784.1701758771114
153,Griffin,
153,Kongdoo Monster,2599.750320329974
153,KSV Esports,2696.571070776217
153,Gen.G,
153,ROX Tigers,2694.4223739582794
153,MVP,2634.957718306255
153,SK Telecom T1,2663.3988499746547
153,BBQ Olivers,2640.3125844620376
153,Sandbox Gaming,
153,Kingzone DragonX,2839.4537424956484
154,MVP,2634.957718306255
154,Jin Air Green Wings,2676.335281904248
154,SK Telecom T1,2663.3988499746547
154,Afreeca Freecs,2778.469020598091
154,Hanwha Life Esports,
154,KT Rolster,2784.1701758771114
154,Griffin,
154,Damwon Gaming,
154,Kingzone DragonX,2839.4537424956484
154,Sandbox Gaming,
154,ROX Tigers,2686.5812352757634
154,Gen.G,
154,BBQ Olivers,2640.3125844620376
154,Kongdoo Monster,2599.750320329974
154,KSV Esports,2696.571070776217
155,MVP,2626.1430615350737
155,Gen.G,
155,BBQ Olivers,2640.3125844620376
155,Hanwha Life Esports,
155,KSV Esports,2696.571070776217
155,SK Telecom T1,2663.3988499746547
155,Afreeca Freecs,2778.469020598091
155,KT Rolster,2784.1701758771114
155,Sandbox Gaming,
155,Griffin,
155,Kingzone DragonX,2839.4537424956484
155,Damwon Gaming,
155,Jin Air Green Wings,2685.1499386754294
155,Kongdoo Monster,2599.750320329974
155,ROX Tigers,2686.5812352757634
156,Griffin,
156,Sandbox Gaming,
156,KSV Esports,2696.571070776217
156,ROX Tigers,2686.5812352757634
156,Afreeca Freecs,2778.469020598091
156,Hanwha Life Esports,
156,Jin Air Green Wings,2673.4677271598816
156,Gen.G,
156,Kingzone DragonX,2839.4537424956484
156,Kongdoo Monster,2599.750320329974
156,MVP,2637.8252730506215
156,SK Telecom T1,2663.3988499746547
156,KT Rolster,2784.1701758771114
156,BBQ Olivers,2640.3125844620376
156,Damwon Gaming,
157,Kingzone DragonX,2839.4537424956484
157,Kongdoo Monster,2599.750320329974
157,KSV Esports,2696.571070776217
157,ROX Tigers,2686.5812352757634
157,Damwon Gaming,
157,BBQ Olivers,2640.3125844620376
157,Griffin,
157,SK Telecom T1,2663.3988499746547
157,Afreeca Freecs,2778.469020598091
157,MVP,2628.847561622219
157,KT Rolster,2784.1701758771114
157,Hanwha Life Esports,
157,Sandbox Gaming,
157,Jin Air Green Wings,2682.445438588284
157,Gen.G,
158,Damwon Gaming,
158,Afreeca Freecs,2778.469020598091
158,Jin Air Green Wings,2682.445438588284
158,SK Telecom T1,2663.3988499746547
158,Griffin,
158,KT Rolster,2791.700972787155
158,ROX Tigers,2686.5812352757634
158,Hanwha Life Esports,
158,Gen.G,
158,Kongdoo Monster,2599.750320329974
158,KSV Esports,2689.0402738661733
158,Sandbox Gaming,
158,MVP,2628.847561622219
158,BBQ Olivers,2640.3125844620376
158,Kingzone DragonX,2839.4537424956484
159,KT Rolster,2778.8292536967947
159,Hanwha Life Esports,
159,Gen.G,
159,SK Telecom T1,2663.3988499746547
159,Afreeca Freecs,2778.469020598091
159,Griffin,
159,Jin Air Green Wings,2682.445438588284
159,ROX Tigers,2686.5812352757634
159,BBQ Olivers,2640.3125844620376
159,Sandbox Gaming,
159,Damwon Gaming,
159,KSV Esports,2701.9119929565336
159,Kingzone DragonX,2839.4537424956484
159,MVP,2628.847561622219
159,Kongdoo Monster,2599.750320329974
160,ROX Tigers,2686.5812352757634
160,KSV Esports,2714.0903767222076
160,Griffin,
160,SK Telecom T1,2663.3988499746547
160,Kingzone DragonX,2839.4537424956484
160,Afreeca Freecs,2778.469020598091
160,Sandbox Gaming,
160,BBQ Olivers,2640.3125844620376
160,Jin Air Green Wings,2682.445438588284
160,KT Rolster,2766.6508699311207
160,Gen.G,
160,Kongdoo Monster,2599.750320329974
160,Hanwha Life Esports,
160,MVP,2628.847561622219
160,Damwon Gaming,
161,KT Rolster,2766.6508699311207
161,KSV Esports,2714.0903767222076
161,MVP,2628.847561622219
161,Kingzone DragonX,2839.4537424956484
161,Hanwha Life Esports,
161,Damwon Gaming,
161,Sandbox Gaming,
161,Jin Air Green Wings,2682.445438588284
161,Gen.G,
161,ROX Tigers,2686.5812352757634
161,BBQ Olivers,2640.3125844620376
161,Afreeca Freecs,2783.735405253836
161,SK Telecom T1,2663.3988499746547
161,Griffin,
161,Kongdoo Monster,2594.483935674229
162,Gen.G,
162,BBQ Olivers,2640.3125844620376
162,MVP,2628.847561622219
162,Afreeca Freecs,2788.7699591397804
162,SK Telecom T1,2663.3988499746547
162,Kongdoo Monster,2589.4493817882844
162,Jin Air Green Wings,2682.445438588284
162,Griffin,
162,Sandbox Gaming,
162,Damwon Gaming,
162,Hanwha Life Esports,
162,KSV Esports,2714.0903767222076
162,KT Rolster,2766.6508699311207
162,ROX Tigers,2686.5812352757634
162,Kingzone DragonX,2839.4537424956484
163,Gen.G,
163,Damwon Gaming,
163,SK Telecom T1,2663.3988499746547
163,Griffin,
163,Hanwha Life Esports,
163,MVP,2628.847561622219
163,BBQ Olivers,2635.4894515021115
163,Sandbox Gaming,
163,Jin Air Green Wings,2682.445438588284
163,ROX Tigers,2686.5812352757634
163,KSV Esports,2714.0903767222076
163,KT Rolster,2766.6508699311207
163,Kongdoo Monster,2589.4493817882844
163,Kingzone DragonX,2844.2768754555746
163,Afreeca Freecs,2788.7699591397804
164,Gen.G,
164,Hanwha Life Esports,
164,KSV Esports,2714.0903767222076
164,SK Telecom T1,2663.3988499746547
164,Griffin,
164,ROX Tigers,2686.5812352757634
164,Kongdoo Monster,2589.4493817882844
164,BBQ Olivers,2630.8666220520554
164,KT Rolster,2766.6508699311207
164,Sandbox Gaming,
164,Damwon Gaming,
164,Afreeca Freecs,2788.7699591397804
164,Jin Air Green Wings,2682.445438588284
164,Kingzone DragonX,2848.8997049056306
164,MVP,2628.847561622219
165,BBQ Olivers,2630.8666220520554
165,Jin Air Green Wings,2682.445438588284
165,Kongdoo Monster,2589.4493817882844
165,Gen.G,
165,ROX Tigers,2680.940497112515
165,Griffin,
165,Damwon Gaming,
165,Afreeca Freecs,2788.7699591397804
165,KSV Esports,2714.0903767222076
165,MVP,2628.847561622219
165,Kingzone DragonX,2854.540443068879
165,Sandbox Gaming,
165,KT Rolster,2766.6508699311207
165,Hanwha Life Esports,
165,SK Telecom T1,2663.3988499746547
166,SK Telecom T1,2663.3988499746547
166,BBQ Olivers,2630.8666220520554
166,Jin Air Green Wings,2682.445438588284
166,KSV Esports,2714.0903767222076
166,Hanwha Life Esports,
166,MVP,2628.847561622219
166,Kongdoo Monster,2589.4493817882844
166,Gen.G,
166,Afreeca Freecs,2788.7699591397804
166,Kingzone DragonX,2839.921939469348
166,Damwon Gaming,
166,Griffin,
166,Sandbox Gaming,
166,ROX Tigers,2695.559000712046
166,KT Rolster,2766.6508699311207
167,Gen.G,
167,SK Telecom T1,2663.3988499746547
167,BBQ Olivers,2630.8666220520554
167,Jin Air Green Wings,2682.445438588284
167,KSV Esports,2714.0903767222076
167,MVP,2628.847561622219
167,Kingzone DragonX,2845.9905287845886
167,Sandbox Gaming,
167,KT Rolster,2766.6508699311207
167,Hanwha Life Esports,
167,Damwon Gaming,
167,Afreeca Freecs,2788.7699591397804
167,Griffin,
167,ROX Tigers,2689.4904113968055
167,Kongdoo Monster,2589.4493817882844
168,Jin Air Green Wings,2673.353742798707
168,KT Rolster,2766.6508699311207
168,Hanwha Life Esports,
168,Gen.G,
168,Kongdoo Monster,2589.4493817882844
168,MVP,2628.847561622219
168,Damwon Gaming,
168,BBQ Olivers,2630.8666220520554
168,KSV Esports,2723.1820725117846
168,ROX Tigers,2689.4904113968055
168,Griffin,
168,Sandbox Gaming,
168,Kingzone DragonX,2845.9905287845886
168,Afreeca Freecs,2788.7699591397804
168,SK Telecom T1,2663.3988499746547
169,Hanwha Life Esports,
169,BBQ Olivers,2630.8666220520554
169,Griffin,
169,Afreeca Freecs,2788.7699591397804
169,Damwon Gaming,
169,ROX Tigers,2689.4904113968055
169,MVP,2628.847561622219
169,Sandbox Gaming,
169,Gen.G,
169,SK Telecom T1,2663.3988499746547
169,KT Rolster,2766.6508699311207
169,KSV Esports,2711.7576506374194
169,Kingzone DragonX,2845.9905287845886
169,Kongdoo Monster,2589.4493817882844
169,Jin Air Green Wings,2684.7781646730723
170,ROX Tigers,2689.4904113968055
170,Griffin,
170,KT Rolster,2766.6508699311207
170,Jin Air Green Wings,2675.553139621603
170,Hanwha Life Esports,
170,Afreeca Freecs,2788.7699591397804
170,Gen.G,
170,BBQ Olivers,2630.8666220520554
170,MVP,2628.847561622219
170,SK Telecom T1,2663.3988499746547
170,KSV Esports,2720.982675688889
170,Sandbox Gaming,
170,Kongdoo Monster,2589.4493817882844
170,Damwon Gaming,
170,Kingzone DragonX,2845.9905287845886
171,KSV Esports,2720.982675688889
171,Gen.G,
171,ROX Tigers,2689.4904113968055
171,Kingzone DragonX,2845.9905287845886
171,Griffin,
171,KT Rolster,2766.6508699311207
171,Jin Air Green Wings,2675.553139621603
171,Damwon Gaming,
171,Afreeca Freecs,2788.7699591397804
171,Hanwha Life Esports,
171,MVP,2637.718426519297
171,Kongdoo Monster,2580.5785168912066
171,BBQ Olivers,2630.8666220520554
171,Sandbox Gaming,
171,SK Telecom T1,2663.3988499746547
172,Afreeca Freecs,2788.7699591397804
172,Jin Air Green Wings,2675.553139621603
172,Griffin,
172,Kongdoo Monster,2592.2084666537653
172,SK Telecom T1,2663.3988499746547
172,Gen.G,
172,Kingzone DragonX,2845.9905287845886
172,ROX Tigers,2689.4904113968055
172,Sandbox Gaming,
172,Hanwha Life Esports,
172,MVP,2626.088476756738
172,Damwon Gaming,
172,BBQ Olivers,2630.8666220520554
172,KSV Esports,2720.982675688889
172,KT Rolster,2766.6508699311207
173,SK Telecom T1,2663.3988499746547
173,Jin Air Green Wings,2675.553139621603
173,Sandbox Gaming,
173,Kongdoo Monster,2583.180532532444
173,Afreeca Freecs,2788.7699591397804
173,Griffin,
173,Gen.G,
173,Hanwha Life Esports,
173,BBQ Olivers,2630.8666220520554
173,Damwon Gaming,
173,MVP,2635.1164108780595
173,Kingzone DragonX,2845.9905287845886
173,KSV Esports,2720.982675688889
173,KT Rolster,2766.6508699311207
173,ROX Tigers,2689.4904113968055
174,Kongdoo Monster,2583.180532532444
174,Sandbox Gaming,
174,Damwon Gaming,
174,KT Rolster,2766.6508699311207
174,SK Telecom T1,2652.465224134817
174,BBQ Olivers,2641.800247891893
174,KSV Esports,2720.982675688889
174,Gen.G,
174,Hanwha Life Esports,
174,ROX Tigers,2689.4904113968055
174,MVP,2635.1164108780595
174,Kingzone DragonX,2845.9905287845886
174,Griffin,
174,Afreeca Freecs,2788.7699591397804
174,Jin Air Green Wings,2675.553139621603
175,KT Rolster,2766.6508699311207
175,Jin Air Green Wings,2675.553139621603
175,Damwon Gaming,
175,Sandbox Gaming,
175,BBQ Olivers,2632.107114206659
175,SK Telecom T1,2662.158357820051
175,MVP,2635.1164108780595
175,Hanwha Life Esports,
175,ROX Tigers,2689.4904113968055
175,Afreeca Freecs,2788.7699591397804
175,KSV Esports,2720.982675688889
175,Kongdoo Monster,2583.180532532444
175,Gen.G,
175,Griffin,
175,Kingzone DragonX,2845.9905287845886
176,ROX Tigers,2689.4904113968055
176,Afreeca Freecs,2788.7699591397804
176,SK Telecom T1,2651.295564030656
176,MVP,2635.1164108780595
176,Kongdoo Monster,2583.180532532444
176,Hanwha Life Esports,
176,Kingzone DragonX,2845.9905287845886
176,BBQ Olivers,2642.969907996054
176,Gen.G,
176,Damwon Gaming,
176,Sandbox Gaming,
176,KSV Esports,2720.982675688889
176,KT Rolster,2766.6508699311207
176,Jin Air Green Wings,2675.553139621603
176,Griffin,
177,MVP,2635.1164108780595
177,Sandbox Gaming,
177,Gen.G,
177,Griffin,
177,Damwon Gaming,
177,Hanwha Life Esports,
177,Jin Air Green Wings,2668.701136589651
177,BBQ Olivers,2642.969907996054
177,Kingzone DragonX,2845.9905287845886
177,Afreeca Freecs,2795.6219621717323
177,ROX Tigers,2689.4904113968055
177,KSV Esports,2720.982675688889
177,SK Telecom T1,2651.295564030656
177,KT Rolster,2766.6508699311207
177,Kongdoo Monster,2583.180532532444
178,Kingzone DragonX,2845.9905287845886
178,MVP,2635.1164108780595
178,SK Telecom T1,2651.295564030656
178,Hanwha Life Esports,
178,Damwon Gaming,
178,Jin Air Green Wings,2682.19994091211
178,Griffin,
178,Gen.G,
178,Sandbox Gaming,
178,KSV Esports,2720.982675688889
178,Kongdoo Monster,2583.180532532444
178,Afreeca Freecs,2782.1231578492734
178,ROX Tigers,2689.4904113968055
178,KT Rolster,2766.6508699311207
178,BBQ Olivers,2642.969907996054
179,Afreeca Freecs,2789.323894549
179,Jin Air Green Wings,2674.999204212383
179,KSV Esports,2720.982675688889
179,Hanwha Life Esports,
179,Griffin,
179,Gen.G,
179,Kingzone DragonX,2845.9905287845886
179,Damwon Gaming,
179,SK Telecom T1,2651.295564030656
179,Sandbox Gaming,
179,BBQ Olivers,2642.969907996054
179,MVP,2635.1164108780595
179,ROX Tigers,2689.4904113968055
179,Kongdoo Monster,2583.180532532444
179,KT Rolster,2766.6508699311207
180,ROX Tigers,2689.4904113968055
180,Kongdoo Monster,2583.180532532444
180,Griffin,
180,BBQ Olivers,2642.969907996054
180,Jin Air Green Wings,2674.999204212383
180,SK Telecom T1,2651.295564030656
180,KSV Esports,2720.982675688889
180,Kingzone DragonX,2853.745833154283
180,Gen.G,
180,Hanwha Life Esports,
180,Damwon Gaming,
180,Sandbox Gaming,
180,KT Rolster,2758.8955655614263
180,Afreeca Freecs,2789.323894549
180,MVP,2635.1164108780595
181,Damwon Gaming,
181,Kingzone DragonX,2861.081682452443
181,Hanwha Life Esports,
181,SK Telecom T1,2651.295564030656
181,KSV Esports,2720.982675688889
181,Sandbox Gaming,
181,Jin Air Green Wings,2674.999204212383
181,BBQ Olivers,2642.969907996054
181,Gen.G,
181,Afreeca Freecs,2789.323894549
181,MVP,2635.1164108780595
181,ROX Tigers,2689.4904113968055
181,Kongdoo Monster,2583.180532532444
181,KT Rolster,2751.559716263266
181,Griffin,
182,Jin Air Green Wings,2674.999204212383
182,SK Telecom T1,2651.295564030656
182,Kongdoo Monster,2583.180532532444
182,KSV Esports,2720.982675688889
182,MVP,2629.2846741557746
182,Sandbox Gaming,
182,Hanwha Life Esports,
182,Afreeca Freecs,2795.155631271285
182,BBQ Olivers,2642.969907996054
182,Griffin,
182,Damwon Gaming,
182,ROX Tigers,2689.4904113968055
182,Gen.G,
182,Kingzone DragonX,2861.081682452443
182,KT Rolster,2751.559716263266
183,ROX Tigers,2689.4904113968055
183,Gen.G,
183,SK Telecom T1,2651.295564030656
183,Sandbox Gaming,
183,MVP,2623.726383925124
183,Griffin,
183,Afreeca Freecs,2800.7139215019356
183,Kongdoo Monster,2583.180532532444
183,Damwon Gaming,
183,KT Rolster,2751.559716263266
183,Kingzone DragonX,2861.081682452443
183,KSV Esports,2720.982675688889
183,BBQ Olivers,2642.969907996054
183,Hanwha Life Esports,
183,Jin Air Green Wings,2674.999204212383
184,Jin Air Green Wings,2674.999204212383
184,MVP,2623.726383925124
184,Afreeca Freecs,2800.7139215019356
184,Gen.G,
184,Kongdoo Monster,2583.180532532444
184,Sandbox Gaming,
184,Hanwha Life Esports,
184,SK Telecom T1,2651.295564030656
184,Kingzone DragonX,2861.081682452443
184,BBQ Olivers,2655.9974285115727
184,KT Rolster,2738.5321957477477
184,Griffin,
184,ROX Tigers,2689.4904113968055
184,KSV Esports,2720.982675688889
184,Damwon Gaming,
185,Hanwha Life Esports,
185,Kingzone DragonX,2861.081682452443
185,KT Rolster,2746.2003535393947
185,KSV Esports,2720.982675688889
185,Afreeca Freecs,2800.7139215019356
185,Gen.G,
185,ROX Tigers,2689.4904113968055
185,Jin Air Green Wings,2674.999204212383
185,Sandbox Gaming,
185,MVP,2623.726383925124
185,BBQ Olivers,2648.3292707199257
185,Kongdoo Monster,2583.180532532444
185,SK Telecom T1,2651.295564030656
185,Griffin,
185,Damwon Gaming,
186,Griffin,
186,Kingzone DragonX,2861.081682452443
186,BBQ Olivers,2641.0740076057623
186,KT Rolster,2753.455616653558
186,KSV Esports,2720.982675688889
186,Jin Air Green Wings,2674.999204212383
186,Sandbox Gaming,
186,SK Telecom T1,2651.295564030656
186,Kongdoo Monster,2583.180532532444
186,ROX Tigers,2689.4904113968055
186,MVP,2623.726383925124
186,Afreeca Freecs,2800.7139215019356
186,Hanwha Life Esports,
186,Gen.G,
186,Damwon Gaming,
187,Damwon Gaming,
187,KSV Esports,2709.0033910582397
187,Kongdoo Monster,2583.180532532444
187,MVP,2623.726383925124
187,KT Rolster,2753.455616653558
187,Griffin,
187,Jin Air Green Wings,2674.999204212383
187,Kingzone DragonX,2861.081682452443
187,Hanwha Life Esports,
187,BBQ Olivers,2641.0740076057623
187,Sandbox Gaming,
187,SK Telecom T1,2663.274848661305
187,Afreeca Freecs,2800.7139215019356
187,ROX Tigers,2689.4904113968055
187,Gen.G,
188,Kingzone DragonX,2861.081682452443
188,Hanwha Life Esports,
188,Sandbox Gaming,
188,MVP,2623.726383925124
188,Kongdoo Monster,2583.180532532444
188,ROX Tigers,2689.4904113968055
188,Gen.G,
188,Griffin,
188,Damwon Gaming,
188,KSV Esports,2697.694765587351
188,SK Telecom T1,2674.5834741321937
188,BBQ Olivers,2641.0740076057623
188,Jin Air Green Wings,2674.999204212383
188,KT Rolster,2753.455616653558
188,Afreeca Freecs,2800.7139215019356
189,ROX Tigers,2696.5226155212863
189,KSV Esports,2697.694765587351
189,Hanwha Life Esports,
189,Damwon Gaming,
189,Griffin,
189,SK Telecom T1,2674.5834741321937
189,KT Rolster,2753.455616653558
189,Jin Air Green Wings,2674.999204212383
189,Afreeca Freecs,2800.7139215019356
189,Gen.G,
189,Sandbox Gaming,
189,Kingzone DragonX,2861.081682452443
189,BBQ Olivers,2641.0740076057623
189,MVP,2623.726383925124
189,Kongdoo Monster,2576.148328407963
190,ROX Tigers,2703.1902470354917
190,MVP,2623.726383925124
190,Damwon Gaming,
190,KSV Esports,2697.694765587351
190,Griffin,
190,SK Telecom T1,2674.5834741321937
190,Kongdoo Monster,2569.480696893758
190,Hanwha Life Esports,
190,KT Rolster,2753.455616653558
190,Kingzone DragonX,2861.081682452443
190,BBQ Olivers,2641.0740076057623
190,Gen.G,
190,Sandbox Gaming,
190,Jin Air Green Wings,2674.999204212383
190,Afreeca Freecs,2800.7139215019356
191,Sandbox Gaming,
191,Kongdoo Monster,2569.480696893758
191,Griffin,
191,ROX Tigers,2703.1902470354917
191,Afreeca Freecs,2800.7139215019356
191,MVP,2617.295923898495
191,Gen.G,
191,KSV Esports,2697.694765587351
191,KT Rolster,2759.886076680187
191,BBQ Olivers,2641.0740076057623
191,Hanwha Life Esports,
191,Kingzone DragonX,2861.081682452443
191,SK Telecom T1,2674.5834741321937
191,Jin Air Green Wings,2674.999204212383
191,Damwon Gaming,
192,Kongdoo Monster,2569.480696893758
192,ROX Tigers,2703.1902470354917
192,Griffin,
192,SK Telecom T1,2674.5834741321937
192,Jin Air Green Wings,2674.999204212383
192,Afreeca Freecs,2800.7139215019356
192,MVP,2611.1841097681404
192,Damwon Gaming,
192,Hanwha Life Esports,
192,Gen.G,
192,BBQ Olivers,2641.0740076057623
192,Kingzone DragonX,2861.081682452443
192,KSV Esports,2697.694765587351
192,KT Rolster,2765.997890810542
192,Sandbox Gaming,
193,Sandbox Gaming,
193,Kingzone DragonX,2861.081682452443
193,KT Rolster,2765.997890810542
193,ROX Tigers,2703.1902470354917
193,BBQ Olivers,2635.370615582092
193,SK Telecom T1,2674.5834741321937
193,Gen.G,
193,Afreeca Freecs,2806.417313525606
193,KSV Esports,2697.694765587351
193,Kongdoo Monster,2569.480696893758
193,Jin Air Green Wings,2674.999204212383
193,Damwon Gaming,
193,Griffin,
193,Hanwha Life Esports,
193,MVP,2611.1841097681404
194,Kingzone DragonX,2861.081682452443
194,KT Rolster,2765.997890810542
194,Gen.G,
194,Damwon Gaming,
194,MVP,2611.1841097681404
194,Afreeca Freecs,2811.8568186568286
194,KSV Esports,2697.694765587351
194,Kongdoo Monster,2569.480696893758
194,Griffin,
194,ROX Tigers,2703.1902470354917
194,Jin Air Green Wings,2674.999204212383
194,BBQ Olivers,2629.9311104508693
194,SK Telecom T1,2674.5834741321937
194,Hanwha Life Esports,
194,Sandbox Gaming,
195,Hanwha Life Esports,
195,KSV Esports,2687.852925068578
195,Gen.G,
195,Afreeca Freecs,2811.8568186568286
195,MVP,2611.1841097681404
195,Kongdoo Monster,2569.480696893758
195,Sandbox Gaming,
195,ROX Tigers,2713.0320875542648
195,BBQ Olivers,2629.9311104508693
195,KT Rolster,2765.997890810542
195,SK Telecom T1,2674.5834741321937
195,Jin Air Green Wings,2674.999204212383
195,Griffin,
195,Damwon Gaming,
195,Kingzone DragonX,2861.081682452443
196,BBQ Olivers,2629.9311104508693
196,Griffin,
196,Sandbox Gaming,
196,Gen.G,
196,Jin Air Green Wings,2674.999204212383
196,KT Rolster,2765.997890810542
196,Kongdoo Monster,2569.480696893758
196,Damwon Gaming,
196,Afreeca Freecs,2811.8568186568286
196,KSV Esports,2698.5763735201895
196,Hanwha Life Esports,
196,MVP,2611.1841097681404
196,SK Telecom T1,2674.5834741321937
196,Kingzone DragonX,2861.081682452443
196,ROX Tigers,2702.308639102653
197,Kongdoo Monster,2569.480696893758
197,MVP,2611.1841097681404
197,Kingzone DragonX,2861.081682452443
197,Afreeca Freecs,2811.8568186568286
197,KSV Esports,2688.683792626921
197,SK Telecom T1,2674.5834741321937
197,Sandbox Gaming,
197,KT Rolster,2765.997890810542
197,Damwon Gaming,
197,BBQ Olivers,2629.9311104508693
197,Hanwha Life Esports,
197,Jin Air Green Wings,2674.999204212383
197,ROX Tigers,2712.2012199959217
197,Griffin,
197,Gen.G,
198,Griffin,
198,Sandbox Gaming,
198,Afreeca Freecs,2811.8568186568286
198,BBQ Olivers,2629.9311104508693
198,Kingzone DragonX,2866.1852693335254
198,ROX Tigers,2712.2012199959217
198,Kongdoo Monster,2569.480696893758
198,SK Telecom T1,2674.5834741321937
198,Jin Air Green Wings,2669.895617331301
198,MVP,2611.1841097681404
198,Hanwha Life Esports,
198,KSV Esports,2688.683792626921
198,KT Rolster,2765.997890810542
198,Gen.G,
198,Damwon Gaming,
199,Gen.G,
199,SK Telecom T1,2674.5834741321937
199,ROX Tigers,2712.2012199959217
199,Jin Air Green Wings,2665.0121519533004
199,Hanwha Life Esports,
199,Sandbox Gaming,
199,KT Rolster,2765.997890810542
199,Damwon Gaming,
199,KSV Esports,2688.683792626921
199,Afreeca Freecs,2811.8568186568286
199,MVP,2611.1841097681404
199,Kingzone DragonX,2871.068734711526
199,Kongdoo Monster,2569.480696893758
199,Griffin,
199,BBQ Olivers,2629.9311104508693
200,Damwon Gaming,
200,Griffin,
200,Hanwha Life Esports,
200,KSV Esports,2688.683792626921
200,Jin Air Green Wings,2665.0121519533004
200,MVP,2611.1841097681404
200,ROX Tigers,2712.2012199959217
200,Kongdoo Monster,2561.20325254825
200,Gen.G,
200,SK Telecom T1,2674.5834741321937
200,Sandbox Gaming,
200,KT Rolster,2765.997890810542
200,Kingzone DragonX,2871.068734711526
200,BBQ Olivers,2638.208554796377
200,Afreeca Freecs,2811.8568186568286
201,BBQ Olivers,2646.0277573748303
201,Sandbox Gaming,
201,Griffin,
201,Afreeca Freecs,2811.8568186568286
201,Gen.G,
